REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,total_production,avg_production,Latitude,Longitude
123,Arabica,North America,El Salvador,2010.0,08/22/12,,,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,0.15,0,0,3,8462700000.0,440765625.0,13.8000382,-88.9140683
124,Arabica,North America,Nicaragua,2009.0,05/31/11,,,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,0.18,0,0,2,8248140000.0,429590625.0,12.6090157,-85.2936911
125,Arabica,North America,El Salvador,2016.0,06/26/18,Bourbon,Blue-Green,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,0.0,0,0,2,8462700000.0,440765625.0,13.8000382,-88.9140683
126,Arabica,Asia,Indonesia,2016.0,11/24/17,Java,Green,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.12,0,0,7,46214640000.0,2407012500.0,-2.4833826,117.8902853
127,Arabica,Asia,Japan,,11/02/17,Mundo Novo,Green,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,36.5748441,139.2394179
128,Arabica,North America,Costa Rica,2015.0,10/04/17,Catuai,Blue-Green,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,0.1,0,0,2,10790100000.0,561984375.0,10.2735633,-84.0739102
129,Arabica,North America,Guatemala,2015.0,06/01/17,Bourbon,Green,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
130,Arabica,North America,Costa Rica,2014.0,07/05/16,Caturra,Green,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,0.12,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
131,Arabica,Africa,Ethiopia,2014.0,05/22/16,Ethiopian Yirgacheffe,,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0,3,26008560000.0,1354612500.0,10.2116702,38.6521203
132,Arabica,North America,Costa Rica,2014.0,05/22/16,Other,Green,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,0.08,0,0,1,10790100000.0,561984375.0,10.2735633,-84.0739102
133,Arabica,North America,Costa Rica,2014.0,03/05/15,Catuai,Green,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,4,10790100000.0,561984375.0,10.2735633,-84.0739102
134,Arabica,North America,Costa Rica,2012.0,01/03/15,,Green,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,0.0,0,1,10,10790100000.0,561984375.0,10.2735633,-84.0739102
135,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
136,Arabica,South America,Colombia,2013.0,12/20/14,Caturra,Green,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
137,Arabica,Africa,Kenya,2012.0,09/16/13,SL28,Bluish-Green,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,0.11,0,0,0,5304960000.0,276300000.0,1.4419683,38.4313975
138,Arabica,North America,Guatemala,2012.0,07/17/13,Bourbon,Green,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,0.11,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
139,Arabica,North America,Guatemala,2012.0,07/03/13,Bourbon,Green,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,0.12,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
140,Arabica,North America,Mexico,2012.0,07/02/13,Typica,,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,0.13,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
141,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Blue-Green,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,0.11,0,0,3,17758440000.0,924918750.0,1.5333554,32.2166578
142,Arabica,South America,Peru,,06/13/12,,,,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,0.0,0,0,3,15952860000.0,830878125.0,-6.8699697,-75.0458515
143,Arabica,Africa,Ethiopia,2009.0,06/17/11,,,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,0.2,0,0,3,26008560000.0,1354612500.0,10.2116702,38.6521203
144,Arabica,Africa,Kenya,,01/11/19,SL34,Blue-Green,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,0.11,0,0,5,5304960000.0,276300000.0,1.4419683,38.4313975
145,Arabica,South America,Colombia,2016.0,01/10/18,Other,Blue-Green,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,0.0,0,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
146,Arabica,South America,Colombia,2016.0,12/28/17,Caturra,Green,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,0.0,1,0,5,64795860000.0,3374784375.0,4.099917,-72.9088133
147,Arabica,Africa,Kenya,2013.0,07/21/15,Peaberry,Bluish-Green,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,0.1,0,0,2,5304960000.0,276300000.0,1.4419683,38.4313975
148,Arabica,North America,Guatemala,2014.0,05/29/15,Pacas,Green,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,0.11,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
149,Arabica,North America,Guatemala,2014.0,03/24/15,Bourbon,Green,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.09,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
150,Arabica,South America,Colombia,2013.0,12/20/14,Caturra,,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
151,Arabica,South America,Colombia,2013.0,12/06/14,Caturra,,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,0.0,0,0,5,64795860000.0,3374784375.0,4.099917,-72.9088133
152,Arabica,Africa,Kenya,2013.0,08/30/14,SL28,Green,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,0.0,0,0,0,5304960000.0,276300000.0,1.4419683,38.4313975
153,Arabica,South America,Colombia,2012.0,07/17/14,Caturra,Green,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
154,Arabica,North America,Costa Rica,2012.0,03/12/14,Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,0.12,0,0,2,10790100000.0,561984375.0,10.2735633,-84.0739102
155,Arabica,South America,Colombia,2012.0,10/09/13,Caturra,Green,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,0.11,0,0,6,64795860000.0,3374784375.0,4.099917,-72.9088133
156,Arabica,South America,Brazil,2011.0,12/22/12,Bourbon,Green,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,0.12,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
157,Arabica,South America,Brazil,2011.0,12/02/12,Catuai,Blue-Green,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,0.11,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
158,Arabica,North America,Costa Rica,2017.0,11/28/18,Caturra,Bluish-Green,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,0.1,0,0,2,10790100000.0,561984375.0,10.2735633,-84.0739102
159,Arabica,Africa,Uganda,2016.0,03/14/18,SL14,Green,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.11,0,0,1,17758440000.0,924918750.0,1.5333554,32.2166578
160,Arabica,Asia,China,2015.0,04/06/17,Catimor,Green,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,0.1,0,0,1,0.0,0.0,35.000074,104.999927
161,Arabica,North America,Costa Rica,2014.0,07/05/16,Caturra,Green,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,0.11,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
162,Arabica,South America,Colombia,2015.0,06/04/16,Other,Green,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,1,0,64795860000.0,3374784375.0,4.099917,-72.9088133
163,Arabica,Asia,China,2013.0,06/16/15,Other,Green,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,0.0,0,0,2,0.0,0.0,35.000074,104.999927
164,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
165,Arabica,Africa,Kenya,2012.0,09/16/13,SL28,Blue-Green,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,0.11,0,0,0,5304960000.0,276300000.0,1.4419683,38.4313975
166,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
167,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.11,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
168,Arabica,North America,Guatemala,2012.0,02/15/13,Bourbon,Green,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
169,Arabica,South America,Brazil,,03/22/12,,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,0.0,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
170,Arabica,South America,Brazil,,03/21/12,,,,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.0,0,2,0,225248940000.0,11731715625.0,-10.3333333,-53.2
171,Arabica,North America,Costa Rica,2016.0,03/23/18,Caturra,Blue-Green,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,0.1,0,0,3,10790100000.0,561984375.0,10.2735633,-84.0739102
172,Arabica,Asia,Indonesia,2017.0,03/14/18,Mandheling,Blue-Green,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,0.0,0,0,3,46214640000.0,2407012500.0,-2.4833826,117.8902853
173,Arabica,South America,Colombia,2015.0,01/24/17,Caturra,Green,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
174,Arabica,South America,Colombia,2014.0,07/09/15,Caturra,Green,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,0.0,0,0,3,64795860000.0,3374784375.0,4.099917,-72.9088133
175,Arabica,Asia,Taiwan,2012.0,07/10/14,Typica,Blue-Green,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
176,Arabica,North America,United States,2012.0,01/21/14,Hawaiian Kona,Blue-Green,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0,1,0.0,0.0,39.7837304,-100.445882
177,Arabica,North America,Mexico,2012.0,06/06/13,Pacamara,,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,0.12,0,2,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
178,Arabica,Africa,Ethiopia,2009.0,06/17/11,,,,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,0.2,0,0,2,26008560000.0,1354612500.0,10.2116702,38.6521203
179,Arabica,Africa,Kenya,2017.0,08/03/18,SL28,Green,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,0.11,0,0,4,5304960000.0,276300000.0,1.4419683,38.4313975
180,Arabica,North America,Honduras,2016.0,05/11/18,Caturra,Green,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,0.1,0,0,3,20018160000.0,1042612500.0,15.2572432,-86.0755145
181,Arabica,South America,Colombia,2016.0,02/20/18,Caturra,Green,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,0.0,3,0,5,64795860000.0,3374784375.0,4.099917,-72.9088133
182,Arabica,North America,Honduras,2016.0,04/04/17,Catuai,Green,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,0.11,1,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
183,Arabica,South America,Colombia,2016.0,02/15/17,,,,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,2,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
184,Arabica,South America,Colombia,2015.0,04/28/16,Caturra,Green,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,0.11,0,6,0,64795860000.0,3374784375.0,4.099917,-72.9088133
185,Arabica,South America,Colombia,2013.0,07/19/14,Caturra,Green,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
186,Arabica,North America,Mexico,2012.0,07/27/13,Typica,Blue-Green,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,0.12,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
187,Arabica,South America,Brazil,2011.0,10/27/12,Yellow Bourbon,,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,0.0,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
188,Arabica,South America,Brazil,2011.0,10/27/12,,,,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,0.02,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
189,Arabica,Africa,Ethiopia,,06/13/12,,,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,0.0,0,0,1,26008560000.0,1354612500.0,10.2116702,38.6521203
190,Arabica,North America,Guatemala,2009.0,04/30/11,,,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,0.04,0,1,1,21061620000.0,1096959375.0,15.5855545,-90.345759
191,Arabica,Asia,Taiwan,2016.0,08/10/18,Typica,Blue-Green,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,23.5983227,120.83537694479215
192,Arabica,Asia,Thailand,2015.0,11/02/17,Catimor,Green,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,0.12,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
193,Arabica,South America,Colombia,2016.0,08/05/17,Caturra,Green,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,0.11,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
194,Arabica,North America,Guatemala,2016.0,05/23/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,0.11,4,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
195,Arabica,North America,Guatemala,2015.0,04/06/17,Caturra,Green,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
196,Arabica,Asia,China,2015.0,04/06/17,Catimor,Green,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,0.1,0,0,1,0.0,0.0,35.000074,104.999927
197,Arabica,South America,Colombia,2015.0,11/18/16,Caturra,Green,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,0.11,0,0,3,64795860000.0,3374784375.0,4.099917,-72.9088133
198,Arabica,South America,Colombia,2015.0,10/25/16,Caturra,Green,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,0.12,0,4,2,64795860000.0,3374784375.0,4.099917,-72.9088133
199,Arabica,South America,Colombia,2015.0,06/04/16,Other,Green,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
200,Arabica,South America,Colombia,2015.0,04/28/16,Caturra,Green,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,0.12,0,3,0,64795860000.0,3374784375.0,4.099917,-72.9088133
201,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0,7,4424040000.0,230418750.0,-6.5247123,35.7878438
202,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.12,0,0,2,4424040000.0,230418750.0,-6.5247123,35.7878438
203,Arabica,North America,Guatemala,2014.0,08/21/15,Bourbon,Green,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
204,Arabica,South America,Colombia,2013.0,10/01/14,Caturra,Green,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,0.11,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
205,Arabica,North America,United States,2012.0,12/11/13,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,0.11,0,1,1,0.0,0.0,39.7837304,-100.445882
206,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,0.12,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
207,Arabica,North America,Mexico,2012.0,04/09/13,Bourbon,Green,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
208,Arabica,North America,Mexico,2012.0,04/02/13,Bourbon,Bluish-Green,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,0.1,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
209,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Green,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,0.13,0,4,29,17758440000.0,924918750.0,1.5333554,32.2166578
210,Arabica,North America,Guatemala,2017.0,06/01/18,Bourbon,Green,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,0.13,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
211,Arabica,South America,Colombia,2016.0,08/19/17,Caturra,Green,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
212,Arabica,North America,Costa Rica,2016.0,08/19/17,Caturra,Bluish-Green,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,0.09,0,0,2,10790100000.0,561984375.0,10.2735633,-84.0739102
213,Arabica,North America,Guatemala,2016.0,06/23/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,0.11,0,0,6,21061620000.0,1096959375.0,15.5855545,-90.345759
214,Arabica,North America,Guatemala,2016.0,06/01/17,Caturra,Green,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,0.1,1,0,10,21061620000.0,1096959375.0,15.5855545,-90.345759
215,Arabica,North America,Guatemala,2016.0,06/01/17,Bourbon,Green,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
216,Arabica,South America,Colombia,2015.0,08/17/16,Caturra,Bluish-Green,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
217,Arabica,North America,Nicaragua,2015.0,08/02/16,Caturra,Bluish-Green,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,0.12,0,0,0,8248140000.0,429590625.0,12.6090157,-85.2936911
218,Arabica,South America,Brazil,2015.0,04/23/16,Catuai,,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,0.0,0,0,16,225248940000.0,11731715625.0,-10.3333333,-53.2
219,Arabica,North America,Costa Rica,2014.0,04/09/16,Caturra,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,0.0,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
220,Arabica,Africa,Ethiopia,2014.0,03/25/16,Gesha,Green,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0,5,26008560000.0,1354612500.0,10.2116702,38.6521203
221,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,0.13,0,0,0,4424040000.0,230418750.0,-6.5247123,35.7878438
222,Arabica,South America,Colombia,2014.0,10/15/15,Other,Green,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,0.12,0,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
223,Arabica,North America,Guatemala,2013.0,07/16/15,,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
224,Arabica,Africa,Kenya,2013.0,11/07/14,SL28,Green,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.08,0,0,0,5304960000.0,276300000.0,1.4419683,38.4313975
225,Arabica,South America,Brazil,2012.0,05/20/14,Mundo Novo,Green,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,0.11,0,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
226,Arabica,North America,Guatemala,2013.0,05/09/14,Bourbon,Green,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,0.11,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
227,Arabica,North America,El Salvador,2013.0,03/18/14,Bourbon,Bluish-Green,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,0.11,0,0,2,8462700000.0,440765625.0,13.8000382,-88.9140683
228,Arabica,South America,Colombia,2012.0,10/19/13,Caturra,Green,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
229,Arabica,North America,Guatemala,2012.0,03/26/13,Catuai,Bluish-Green,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
230,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Green,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,0.11,0,0,1,17758440000.0,924918750.0,1.5333554,32.2166578
231,Arabica,Asia,Indonesia,2017.0,05/24/18,Mandheling,Bluish-Green,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,0.12,0,0,0,46214640000.0,2407012500.0,-2.4833826,117.8902853
232,Arabica,South America,Colombia,2017.0,11/09/18,Caturra,Green,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,0.0,3,1,3,64795860000.0,3374784375.0,4.099917,-72.9088133
233,Arabica,Asia,Taiwan,2016.0,05/18/17,Typica,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,0.1,0,0,4,0.0,0.0,23.5983227,120.83537694479215
234,Arabica,North America,Guatemala,2016.0,04/27/17,Bourbon,Green,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,0.1,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
235,Arabica,South America,Colombia,2014.0,11/05/15,Caturra,,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
236,Arabica,North America,Guatemala,2014.0,06/16/15,Bourbon,Bluish-Green,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.1,0,0,10,21061620000.0,1096959375.0,15.5855545,-90.345759
237,Arabica,North America,United States,2012.0,01/24/14,Hawaiian Kona,Green,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,0.11,0,1,9,0.0,0.0,39.7837304,-100.445882
238,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,1,10,23560560000.0,1227112500.0,19.4326296,-99.1331785
239,Arabica,Africa,Ethiopia,2012.0,08/17/13,Other,,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,0.09,0,0,15,26008560000.0,1354612500.0,10.2116702,38.6521203
240,Arabica,North America,Costa Rica,2017.0,01/11/19,,,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.08,2,1,13,10790100000.0,561984375.0,10.2735633,-84.0739102
241,Arabica,Africa,Ethiopia,2017.0,06/05/18,Gesha,Green,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,0.11,11,3,1,26008560000.0,1354612500.0,10.2116702,38.6521203
242,Arabica,North America,Honduras,2017.0,05/11/18,Caturra,Green,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,0.1,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
243,Arabica,North America,Guatemala,2015.0,06/09/16,Caturra,Green,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,0.12,0,0,7,21061620000.0,1096959375.0,15.5855545,-90.345759
